Question,Question_eng,Trigger
انا ابنتي عمرها سنتين وتعاني من العدة السرية وكل يوم تزيد الحالة وانا احاول منعها بكل الطرق دون فائدة هل يوجد حل,"My daughter is two years old, and she suffers from the umbilical cord, and the condition worsens every day. I am trying to prevent it in every way, to no avail. Is there a solution?",0
"مرحبا Ultra levure200mg
فوائده ومواردها","Hello Ultra Levure200mg
Its benefits and resources",0
ما هى فوائد فيتامين ب المركب وهل يمكن اخده من غير وصفه,What are the benefits of vitamin B complex and can it be taken without a prescription?,0
"مرحبا , انا كنت مصاب بالوردية الملتهبة يعني ترافقها حبوب على جميع وجهي , شفيت من الوردية وشفيت من لحبوب ولكن تركت اثار عميقة وشوهتني عملت ليزر 12 جلسةدون فائدة...","Hello, I had inflammatory rosacea, meaning it was accompanied by pimples all over my face. I recovered from the rosacea and recovered from the pimples, but they left deep scars and disfigured me. I did 12 laser sessions to no avail...",0
ماهي فائدة الصورة الملونه للرحم,What is the benefit of a color image of the uterus?,0
"عمري 15 سنة مارست العادة السرية لمدة سنتين تقريبا
انقطعت عنها ولن اعود لها
هل هنالك اضرار يمكن ان تأثر علي في المستقبل ؟
وما الفوائد ؟ هل صحيح انها...","I am 15 years old and have been masturbating for about two years
I broke up with her and will never go back to her
Are there any harms that could affect me in the future?
What are the benefits? Is it true that she...",0
هل الفستق الفول السوداني مفيد لتخسيس واذا فيه سعرات حراريه كثيره هل فوائد احسن من السعرات الحراريه للتخسيس,"Are pistachios peanuts useful for losing weight, and if they contain a lot of calories, are their benefits better than calories for losing weight?",0
"اشتريت حبوب خميرة البيرة كندية الصنع 500mg
ماهي فوائدها وهل فيها ضرر ؟
اخد حبة 3 مرات باليوم","I bought Canadian made brewer's yeast pills 500mg
What are its benefits and is there any harm?
I take a pill 3 times a day",0
ما فائدة مرهم Anestol,What is the benefit of Anestol ointment?,0
"هل هناك ضرر من بلع حبوب فيتامين سي ٥٠٠ بدل مضغها ؟؟
هل احصل على الفائده نفسها ؟؟","Is there any harm in swallowing Vitamin C 500 pills instead of chewing them??
Do I get the same benefit??",0
ماهي فوائد Ova Gold؟ وهل له تأثيرات جانبية خطرة؟والأدوية التي يتعارض معها؟أ,What are the benefits of Ova Gold? Does it have dangerous side effects? And what medications does it conflict with? A,0
كيف يمكن تدليك القضيب، و هل له فوائد ؟؟,"How can the penis be massaged, and does it have any benefits??",0
هل حبوب نيوروفيت لها اضرار ... وايش فوائدها,Do Neurovit pills have any side effects... and what are their benefits?,0
هل للحيوان المنوي فائده لوجه الرجل؟؟؟؟ما مضاره,Does sperm have benefits for the face for men???? And its harms,0
ما هي فوائد و اضرار دواء FibroMed؟ لتليف الثدي و هل حقا تعالج ام مسكن فقط؟؟,"What are the benefits and harms of FibroMed? For breast fibrosis, is it really a treatment or just a painkiller??",0
هل شرب الحليب مع القهوة يؤثر على خصائص القهوة وفوائدها ؟,Does drinking milk with coffee affect the properties and benefits of coffee?,0
فيتامين بيوتين فوائدها وكم عدد الحبات الموصى بها يومية,"Vitamin Biotin, its benefits and how many pills are recommended daily",0
ما هي فائدة دواء vitonic fertilité وهل يمكن تناوله دون وصفة طبية مع العلم أني مقبل على الزواج وشكرا,"What is the benefit of vitonic fertilité and can it be taken without a prescription, knowing that I am about to get married? Thank you.",0
فوايد-اقراص-كالسيبرونات-,Benefits of Calcipronate tablets,0
هل يفقد الحليب فوائده من الفيتامين والكالسيوم اذا اضفنا له السكر,Does milk lose its vitamin and calcium benefits if we add sugar to it?,0
مافائدة العادة السرية عمري 24سنة1993,What is the benefit of masturbation? I am 24 years old in 1993,0
ما هي فوائد كريم الرتن a وهل استعماله باستمرار امن اما هي لمدة معينة (اسابيع او شهور )فقط,"What are the benefits of Retin A cream? Is it safe to use it continuously, or is it only for a specific period (weeks or months)?",0
فوائد ثيروكسيد,Benefits of thyroxide,0
"متى يلزم تحويل مريض سرطان المعدة الى المشفى
وماهي فائدة او وظيفة المشفى بتلك الحالة
المريض ﻻ يتعالج ابدا","When does a stomach cancer patient need to be transferred to the hospital?
What is the benefit or function of the hospital in this case?
The patient is never treated",0
ماهي فوائد حبوب ستيمولكس. Stimulex,What are the benefits of Stemulex pills? Stimulex,0
فوائد tigramen,Benefits of tigramen,0
عندي تكيس بالمبايض صار لي سبع سنوات أراجع دكاترة وماكو فائدة وهسة الدورة الشهرية صار شهر ونص تنزل مستمر مع العلم ان تكيسات حجمها صغير,"I have polycystic ovarian cysts. For seven years, I have been seeing doctors to no avail, and now my menstrual cycle has been going on for a month and a half and continues, knowing that the cysts are small in size.",0
ما فوائد واضرار حلبة الخيل للرجال؟ وهل هي تؤثر على الخصوبة او الجنس؟ وهل تنصحون بها الشباب ارجو الإفادة والجواب تكرماً,What are the benefits and harms of horse racing for men? Does it affect fertility or sex? Do you recommend it to young people? I hope for your benefit and kindly answer,0
أنا أتناول الشطة الحارة والفلفل الحار مع الفطور صباحا فما هي فوائد الطعام الحار؟ وهل له من أضرار؟,"I eat hot chili and hot pepper with breakfast in the morning, so what are the benefits of spicy food? Does it cause any harm?",0
ماهي فائدة فيتونيك للعادة الشهرية ؟,What is the benefit of Vitonic for menstruation?,0
هل كريم التمساح لتأخير القذف له اثار جانبيه وماهي فوائده وكيفية استخدامه,"Does Crocodile Cream to delay ejaculation have side effects, what are its benefits, and how to use it?",0
ماهي فوائد رويال باور,What are the benefits of Royal Power?,0
إيتروجيستان ما هي الفائدة منه؟؟,What is the benefit of Etrogestan?,0
لدي سقوط في الشعر منذ مدة طويلة استعملت وصفات طبية و غسول للشعر (الذي يوقف تساقط الشعر) و لكن دون فائدة اخوتي كذلك لديهم نفس المشكل اجبوني بوركتم,"I have had hair loss for a long time. I have used medical prescriptions and hair lotion (which stops hair loss), but to no avail. My brothers also have the same problem. Answer me, bless you.",0
